CDS                                                       ,dN/dS,dN,dS,Species Pair
mini.cds.fasta_GLEAN_10000767-croc.cds.fasta_GLEAN_10000767,0.1066,0.0007,0.0069,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000768-croc.cds.fasta_GLEAN_10000768,1.6125,0.0036,0.0022,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000769-croc.cds.fasta_GLEAN_10000769,0.3221,0.0011,0.0033,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000778-croc.cds.fasta_GLEAN_10000778,1.0762,0.009,0.0084,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000779-croc.cds.fasta_GLEAN_10000779,1.2948,0.0208,0.0161,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000780-croc.cds.fasta_GLEAN_10000780,1.0629,0.0098,0.0092,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000781-croc.cds.fasta_GLEAN_10000781,1.4909,0.0116,0.0078,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000782-croc.cds.fasta_GLEAN_10000782,0.4349,0.0053,0.0123,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000783-croc.cds.fasta_GLEAN_10000783,0.6234,0.0114,0.0182,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000787-croc.cds.fasta_GLEAN_10000787,1.3415,0.0094,0.007,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000796-croc.cds.fasta_GLEAN_10000796,0.8576,0.0007,0.0008,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000797-croc.cds.fasta_GLEAN_10000797,0.1074,0.0008,0.0072,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000807-croc.cds.fasta_GLEAN_10000807,0.3883,0.0051,0.0131,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000808-croc.cds.fasta_GLEAN_10000808,0.3369,0.0005,0.0014,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000810-croc.cds.fasta_GLEAN_10000810,0.2877,0.0038,0.0131,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000813-croc.cds.fasta_GLEAN_10000813,0.3101,0.0014,0.0044,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000821-croc.cds.fasta_GLEAN_10000821,0.355,0.0014,0.004,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000822-croc.cds.fasta_GLEAN_10000822,0.2319,0.0028,0.0121,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000830-croc.cds.fasta_GLEAN_10000830,0.2577,0.0013,0.0052,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000836-croc.cds.fasta_GLEAN_10000836,0.6084,0.002,0.0032,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000838-croc.cds.fasta_GLEAN_10000838,1.4581,0.0018,0.0013,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000839-croc.cds.fasta_GLEAN_10000839,0.2904,0.0004,0.0013,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000842-croc.cds.fasta_GLEAN_10000842,0.3157,0.0006,0.0018,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000847-croc.cds.fasta_GLEAN_10000847,0.8376,0.0056,0.0067,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000853-croc.cds.fasta_GLEAN_10000853,0.6514,0.0012,0.0019,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000859-croc.cds.fasta_GLEAN_10000859,0.724,0.0105,0.0145,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000862-croc.cds.fasta_GLEAN_10000862,0.3538,0.0028,0.0079,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000865-croc.cds.fasta_GLEAN_10000865,0.3388,0.0017,0.0049,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000870-croc.cds.fasta_GLEAN_10000870,1.5683,0.0053,0.0034,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000876-croc.cds.fasta_GLEAN_10000876,0.28,0.0014,0.0049,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000879-croc.cds.fasta_GLEAN_10000879,0.6124,0.0063,0.0104,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000881-croc.cds.fasta_GLEAN_10000881,0.535,0.0099,0.0185,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000883-croc.cds.fasta_GLEAN_10000883,1.1457,0.0157,0.0137,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000886-croc.cds.fasta_GLEAN_10000886,0.1185,0.0023,0.0196,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000889-croc.cds.fasta_GLEAN_10000889,0.5174,0.0117,0.0225,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000892-croc.cds.fasta_GLEAN_10000892,1.4403,0.0186,0.0129,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000894-croc.cds.fasta_GLEAN_10000894,0.9591,0.0186,0.0194,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000895-croc.cds.fasta_GLEAN_10000895,0.4292,0.0139,0.0325,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000902-croc.cds.fasta_GLEAN_10000902,0.8971,0.0105,0.0117,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000903-croc.cds.fasta_GLEAN_10000903,0.3243,0.0011,0.0034,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000905-croc.cds.fasta_GLEAN_10000905,1.4538,0.0298,0.0205,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000907-croc.cds.fasta_GLEAN_10000907,0.4115,0.0047,0.0114,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000911-croc.cds.fasta_GLEAN_10000911,0.8364,0.0169,0.0202,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000915-croc.cds.fasta_GLEAN_10000915,0.6037,0.0118,0.0196,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000916-croc.cds.fasta_GLEAN_10000916,0.918,0.0063,0.0069,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000917-croc.cds.fasta_GLEAN_10000917,0.59,0.0035,0.006,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000919-croc.cds.fasta_GLEAN_10000919,0.3164,0.0036,0.0112,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000925-croc.cds.fasta_GLEAN_10000925,0.2996,0.0039,0.013,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000926-croc.cds.fasta_GLEAN_10000926,1.0733,0.0038,0.0036,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000927-croc.cds.fasta_GLEAN_10000927,0.5983,0.0029,0.0048,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000930-croc.cds.fasta_GLEAN_10000930,0.5998,0.0007,0.0012,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000931-croc.cds.fasta_GLEAN_10000931,1.5994,0.006,0.0038,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000932-croc.cds.fasta_GLEAN_10000932,0.0535,0.0003,0.0056,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000933-croc.cds.fasta_GLEAN_10000933,0.3096,0.0005,0.0016,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000934-croc.cds.fasta_GLEAN_10000934,0.3313,0.0026,0.0078,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000941-croc.cds.fasta_GLEAN_10000941,0.1369,0.0045,0.0326,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000942-croc.cds.fasta_GLEAN_10000942,0.3037,0.0025,0.0082,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000952-croc.cds.fasta_GLEAN_10000952,1.2779,0.0133,0.0104,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000953-croc.cds.fasta_GLEAN_10000953,1.6097,0.0167,0.0104,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000954-croc.cds.fasta_GLEAN_10000954,0.1577,0.001,0.0066,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000955-croc.cds.fasta_GLEAN_10000955,0.1565,0.0005,0.0033,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000962-croc.cds.fasta_GLEAN_10000962,0.4596,0.0064,0.0138,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000963-croc.cds.fasta_GLEAN_10000963,0.3021,0.0012,0.004,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000966-croc.cds.fasta_GLEAN_10000966,0.3487,0.0022,0.0064,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000969-croc.cds.fasta_GLEAN_10000969,0.2928,0.9362,3.1974,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000972-croc.cds.fasta_GLEAN_10000972,0.4398,0.0152,0.0346,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000978-croc.cds.fasta_GLEAN_10000978,0.582,0.0077,0.0133,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000981-croc.cds.fasta_GLEAN_10000981,1.1996,0.0156,0.013,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000985-croc.cds.fasta_GLEAN_10000985,0.3295,0.0013,0.0039,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000991-croc.cds.fasta_GLEAN_10000991,2.1277,0.0206,0.0097,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000992-croc.cds.fasta_GLEAN_10000992,3.3776,0.0169,0.005,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000993-croc.cds.fasta_GLEAN_10000993,0.6149,0.0027,0.0043,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000995-croc.cds.fasta_GLEAN_10000995,1.0945,0.0072,0.0066,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000996-croc.cds.fasta_GLEAN_10000996,0.4546,0.0039,0.0087,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10000999-croc.cds.fasta_GLEAN_10000999,0.485,0.0051,0.0105,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001000-croc.cds.fasta_GLEAN_10001000,1.8732,0.015,0.008,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001006-croc.cds.fasta_GLEAN_10001006,2.2699,0.0099,0.0043,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001008-croc.cds.fasta_GLEAN_10001008,0.8937,0.0107,0.0119,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001010-croc.cds.fasta_GLEAN_10001010,0.9022,0.002,0.0023,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001011-croc.cds.fasta_GLEAN_10001011,0.6743,0.0028,0.0041,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001018-croc.cds.fasta_GLEAN_10001018,0.2377,0.0085,0.0356,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001019-croc.cds.fasta_GLEAN_10001019,0.6678,0.0118,0.0177,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001020-croc.cds.fasta_GLEAN_10001020,1.2931,0.0088,0.0068,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001023-croc.cds.fasta_GLEAN_10001023,0.2927,0.0006,0.0021,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001029-croc.cds.fasta_GLEAN_10001029,0.3104,0.0046,0.0149,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001037-croc.cds.fasta_GLEAN_10001037,0.7557,0.017,0.0225,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001038-croc.cds.fasta_GLEAN_10001038,1.039,0.0078,0.0075,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001039-croc.cds.fasta_GLEAN_10001039,0.7563,0.0102,0.0135,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001040-croc.cds.fasta_GLEAN_10001040,0.3116,0.0015,0.0048,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001041-croc.cds.fasta_GLEAN_10001041,1.9517,0.0357,0.0183,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001045-croc.cds.fasta_GLEAN_10001045,0.3896,0.7882,2.0231,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001047-croc.cds.fasta_GLEAN_10001047,0.1294,0.0016,0.0122,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001048-croc.cds.fasta_GLEAN_10001048,0.3356,0.003,0.0089,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001050-croc.cds.fasta_GLEAN_10001050,0.5381,0.0016,0.0029,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001054-croc.cds.fasta_GLEAN_10001054,0.3102,0.0015,0.0047,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001070-croc.cds.fasta_GLEAN_10001070,0.3164,0.0082,0.0258,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001072-croc.cds.fasta_GLEAN_10001072,0.3233,0.0037,0.0114,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001074-croc.cds.fasta_GLEAN_10001074,0.3049,0.0005,0.0016,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001075-croc.cds.fasta_GLEAN_10001075,0.4179,0.006,0.0143,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001084-croc.cds.fasta_GLEAN_10001084,0.8741,0.0069,0.0079,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001088-croc.cds.fasta_GLEAN_10001088,0.7309,0.002,0.0027,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001091-croc.cds.fasta_GLEAN_10001091,0.3577,0.0006,0.0016,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001096-croc.cds.fasta_GLEAN_10001096,1.0635,0.0069,0.0065,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001102-croc.cds.fasta_GLEAN_10001102,4.4573,0.0242,0.0054,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001103-croc.cds.fasta_GLEAN_10001103,0.9553,0.0028,0.003,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001104-croc.cds.fasta_GLEAN_10001104,0.6975,0.0161,0.0231,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001106-croc.cds.fasta_GLEAN_10001106,0.3379,0.0018,0.0052,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001108-croc.cds.fasta_GLEAN_10001108,4.2244,0.0104,0.0025,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001113-croc.cds.fasta_GLEAN_10001113,0.1524,0.0006,0.0037,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001114-croc.cds.fasta_GLEAN_10001114,2.7133,0.0302,0.0111,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001115-croc.cds.fasta_GLEAN_10001115,0.2968,0.0008,0.0027,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001117-croc.cds.fasta_GLEAN_10001117,0.7837,0.0086,0.011,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001119-croc.cds.fasta_GLEAN_10001119,0.5354,0.0121,0.0225,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001120-croc.cds.fasta_GLEAN_10001120,0.4229,0.017,0.0401,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001126-croc.cds.fasta_GLEAN_10001126,0.3227,0.0016,0.0049,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001127-croc.cds.fasta_GLEAN_10001127,1.0183,0.0021,0.0021,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001128-croc.cds.fasta_GLEAN_10001128,0.5969,0.0103,0.0172,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001131-croc.cds.fasta_GLEAN_10001131,0.2294,0.0049,0.0212,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001133-croc.cds.fasta_GLEAN_10001133,0.4413,0.0019,0.0043,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001135-croc.cds.fasta_GLEAN_10001135,2.2122,0.0046,0.0021,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001137-croc.cds.fasta_GLEAN_10001137,2.138,0.0078,0.0037,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001154-croc.cds.fasta_GLEAN_10001154,0.2312,0.001,0.0041,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001156-croc.cds.fasta_GLEAN_10001156,0.1616,0.0005,0.0031,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001157-croc.cds.fasta_GLEAN_10001157,1.2632,0.0174,0.0138,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001158-croc.cds.fasta_GLEAN_10001158,0.7209,0.9419,1.3066,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001160-croc.cds.fasta_GLEAN_10001160,0.6702,0.0051,0.0077,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001174-croc.cds.fasta_GLEAN_10001174,0.9834,0.0047,0.0047,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001175-croc.cds.fasta_GLEAN_10001175,0.6855,0.0027,0.0039,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001177-croc.cds.fasta_GLEAN_10001177,0.5903,0.0067,0.0114,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001178-croc.cds.fasta_GLEAN_10001178,0.4579,0.0123,0.0268,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001179-croc.cds.fasta_GLEAN_10001179,0.6337,0.0255,0.0403,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001180-croc.cds.fasta_GLEAN_10001180,0.8729,0.0079,0.009,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001181-croc.cds.fasta_GLEAN_10001181,1.7811,0.0402,0.0226,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001184-croc.cds.fasta_GLEAN_10001184,1.1551,0.0008,0.0007,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001192-croc.cds.fasta_GLEAN_10001192,0.1646,0.0018,0.0109,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001194-croc.cds.fasta_GLEAN_10001194,0.1645,0.0011,0.0069,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001204-croc.cds.fasta_GLEAN_10001204,0.6011,0.0013,0.0021,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001206-croc.cds.fasta_GLEAN_10001206,1.4478,0.0371,0.0256,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001211-croc.cds.fasta_GLEAN_10001211,0.8336,0.0197,0.0237,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001213-croc.cds.fasta_GLEAN_10001213,0.7057,0.0034,0.0048,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001214-croc.cds.fasta_GLEAN_10001214,0.5652,0.0045,0.0079,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001218-croc.cds.fasta_GLEAN_10001218,0.4847,0.0017,0.0035,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001234-croc.cds.fasta_GLEAN_10001234,0.4655,0.0119,0.0256,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001236-croc.cds.fasta_GLEAN_10001236,0.6163,0.0084,0.0137,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001237-croc.cds.fasta_GLEAN_10001237,0.9287,0.0084,0.0091,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001238-croc.cds.fasta_GLEAN_10001238,0.3807,0.007,0.0184,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001241-croc.cds.fasta_GLEAN_10001241,1.6499,0.0193,0.0117,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001242-croc.cds.fasta_GLEAN_10001242,0.4993,0.0046,0.0093,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001250-croc.cds.fasta_GLEAN_10001250,0.6869,0.0015,0.0022,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001251-croc.cds.fasta_GLEAN_10001251,2.8719,0.0065,0.0023,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001253-croc.cds.fasta_GLEAN_10001253,0.3072,0.0015,0.0049,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001255-croc.cds.fasta_GLEAN_10001255,0.3073,0.0009,0.0029,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001256-croc.cds.fasta_GLEAN_10001256,0.366,0.0098,0.0267,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001257-croc.cds.fasta_GLEAN_10001257,0.3099,0.0014,0.0045,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001258-croc.cds.fasta_GLEAN_10001258,0.6521,0.011,0.0168,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001261-croc.cds.fasta_GLEAN_10001261,0.6656,0.0016,0.0024,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001262-croc.cds.fasta_GLEAN_10001262,0.1649,0.0016,0.0099,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001263-croc.cds.fasta_GLEAN_10001263,0.5603,0.0027,0.0048,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001264-croc.cds.fasta_GLEAN_10001264,0.4021,0.0025,0.0062,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001265-croc.cds.fasta_GLEAN_10001265,0.7047,0.0181,0.0256,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001266-croc.cds.fasta_GLEAN_10001266,0.8683,0.0056,0.0064,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001277-croc.cds.fasta_GLEAN_10001277,0.3973,0.0078,0.0197,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001278-croc.cds.fasta_GLEAN_10001278,0.4258,0.0162,0.038,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001279-croc.cds.fasta_GLEAN_10001279,2.6717,0.0266,0.0099,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001285-croc.cds.fasta_GLEAN_10001285,0.5593,0.0009,0.0017,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001286-croc.cds.fasta_GLEAN_10001286,0.4897,0.0031,0.0063,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001287-croc.cds.fasta_GLEAN_10001287,0.282,0.0002,0.0008,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001290-croc.cds.fasta_GLEAN_10001290,0.5973,0.0023,0.0039,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001294-croc.cds.fasta_GLEAN_10001294,0.1428,0.001,0.0071,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001297-croc.cds.fasta_GLEAN_10001297,2.4343,0.0225,0.0092,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001298-croc.cds.fasta_GLEAN_10001298,2.2948,0.0297,0.0129,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001299-croc.cds.fasta_GLEAN_10001299,1.4628,0.0316,0.0216,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001300-croc.cds.fasta_GLEAN_10001300,0.5756,0.0353,0.0613,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001301-croc.cds.fasta_GLEAN_10001301,0.551,0.0136,0.0247,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001302-croc.cds.fasta_GLEAN_10001302,0.5698,0.0162,0.0284,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001303-croc.cds.fasta_GLEAN_10001303,0.1282,0.0004,0.003,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001304-croc.cds.fasta_GLEAN_10001304,0.225,0.0008,0.0037,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001307-croc.cds.fasta_GLEAN_10001307,0.3367,0.0011,0.0034,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001310-croc.cds.fasta_GLEAN_10001310,1.0966,0.0098,0.0089,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001311-croc.cds.fasta_GLEAN_10001311,0.0791,0.001,0.0126,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001313-croc.cds.fasta_GLEAN_10001313,0.9987,0.0442,0.0442,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001314-croc.cds.fasta_GLEAN_10001314,1.2942,0.0177,0.0137,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001315-croc.cds.fasta_GLEAN_10001315,1.6201,0.0159,0.0098,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001318-croc.cds.fasta_GLEAN_10001318,0.1895,0.0005,0.0028,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001319-croc.cds.fasta_GLEAN_10001319,0.3424,0.0027,0.0078,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001321-croc.cds.fasta_GLEAN_10001321,1.0222,0.0162,0.0159,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001324-croc.cds.fasta_GLEAN_10001324,1.0422,0.0177,0.017,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001325-croc.cds.fasta_GLEAN_10001325,0.8882,0.0119,0.0134,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001326-croc.cds.fasta_GLEAN_10001326,2.3584,0.0049,0.0021,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001327-croc.cds.fasta_GLEAN_10001327,0.6194,0.0076,0.0123,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001328-croc.cds.fasta_GLEAN_10001328,0.2888,0.0017,0.0058,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001332-croc.cds.fasta_GLEAN_10001332,1.3316,0.0109,0.0082,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001333-croc.cds.fasta_GLEAN_10001333,0.6569,0.0017,0.0026,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001336-croc.cds.fasta_GLEAN_10001336,1.4356,0.0189,0.0131,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001337-croc.cds.fasta_GLEAN_10001337,0.5865,0.0017,0.0029,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001338-croc.cds.fasta_GLEAN_10001338,0.3225,0.0016,0.005,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001342-croc.cds.fasta_GLEAN_10001342,0.8027,0.0053,0.0066,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001347-croc.cds.fasta_GLEAN_10001347,0.3374,0.0012,0.0037,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001351-croc.cds.fasta_GLEAN_10001351,0.4535,0.0027,0.006,S. crocotulus-S. miniatus
mini.cds.fasta_GLEAN_10001352-croc.cds.fasta_GLEAN_10001352,0.9156,0.034,0.0371,S. crocotulus-S. miniatus
